Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
E14 1TJ,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TL,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TN,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TP,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TQ,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TR,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TS,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TT,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TU,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TW,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TX,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TY,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1TZ,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1UA,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1UB,Yes,51.51,-0.006148,538463,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,4,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.252418,E,E14,"Metropolitan Police","",9C3XGX6V+2G,68500
E14 1UG,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2018-04-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UN,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2018-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UP,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2018-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1US,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-03-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UT,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-05-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UU,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UW,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-09-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UX,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1UY,Yes,51.513162,-0.028291,536917,181202,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2019-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,1,1,2020-02-19,"Westferry",0.414546,E,E14,"Metropolitan Police","",9C3XGX7C+7M,47600
E14 1ZZ,Yes,51.513197,-0.028302,536916,181206,TQ369812,"Greater London","Tower Hamlets","Mile End",E09000030,E05009327,England,E11000009,"Poplar and Limehouse",2016-03-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 024A","Urban major conurbation",London,7,2,E01004252,,E02000887,"Tower Hamlets 024",E43000220,E00167085,E14000882,5828,5,1,2020-02-19,"Westferry",0.418469,E,E14,"Metropolitan Police","Thames Water",9C3XGX7C+7M,47600
E14 2AA,Yes,51.512079,-0.002007,538744,181131,TQ387811,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1991-09-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,6,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167126,E14000882,16614,1,0,2020-02-19,"East India",0.378088,E,E14,"Metropolitan Police","Thames Water",9C3XGX6X+R5,68500
E14 2AB,Yes,51.507649,-0.001277,538808,180640,TQ388806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2010-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,5,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.137641,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+3F,68500
E14 2AX,Yes,51.51111,-0.003721,538628,181020,TQ386810,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2002-05-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,9,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"East India",0.285302,E,E14,"Metropolitan Police","Thames Water",9C3XGX6W+CG,68500
E14 2BA,Yes,51.509894,-0.004135,538603,180884,TQ386808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2019-05-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,15,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"East India",0.181584,E,E14,"Metropolitan Police","Thames Water",9C3XGX5W+X8,68500
E14 2BB,Yes,51.509515,-0.005749,538492,180839,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1992-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,12,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"Blackwall",0.213444,E,E14,"Metropolitan Police","Thames Water",9C3XGX5V+RP,68500
E14 2BD,Yes,51.510314,-0.006219,538457,180927,TQ384809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1992-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,10,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"Blackwall",0.284662,E,E14,"Metropolitan Police","Thames Water",9C3XGX6V+4G,68500
E14 2BE,Yes,51.510185,-0.0049,538549,180915,TQ385809,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2018-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,12,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"East India",0.241716,E,E14,"Metropolitan Police","Thames Water",9C3XGX6W+32,68500
E14 2BG,Yes,51.509999,-0.006175,538461,180892,TQ384808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",1993-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,11,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,1,2020-02-19,"Blackwall",0.251761,E,E14,"Metropolitan Police","Thames Water",9C3XGX5V+XG,68500
E14 2DA,Yes,51.508209,-0.001382,538799,180702,TQ387807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",155,86,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,7,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.0863614,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+7C,68500
E14 2DB,Yes,51.508209,-0.001382,538799,180702,TQ387807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",65,30,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,7,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.0863614,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+7C,68500
E14 2DD,Yes,51.507737,-0.000639,538852,180651,TQ388806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",21,12,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,5,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.15941,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+3P,68500
E14 2DE,Yes,51.50826,0.000335,538918,180711,TQ389807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",81,29,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,8,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"East India",0.192944,E,E14,"Metropolitan Police","Thames Water",9F32G252+84,68500
E14 2DF,Yes,51.508642,0.001692,539011,180756,TQ390807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",24,10,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,7,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"East India",0.280992,E,E14,"Metropolitan Police","Thames Water",9F32G252+FM,68500
E14 2DG,Yes,51.509168,0.000893,538954,180813,TQ389808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2002-07-01,,"Tower Hamlets, unparished area","",146,72,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,8,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167126,E14000882,16614,1,0,2020-02-19,"East India",0.232012,E,E14,"Metropolitan Police","Thames Water",9F32G252+M9,68500
E14 2DH,Yes,51.508137,0.001237,538981,180699,TQ389806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",19,10,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,7,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"East India",0.256785,E,E14,"Metropolitan Police","Thames Water",9F32G252+7F,68500
E14 2DJ,Yes,51.509412,0.001336,538984,180841,TQ389808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",27,12,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,7,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"East India",0.268792,E,E14,"Metropolitan Police","Thames Water",9F32G252+QG,68500
E14 2DL,Yes,51.508684,0.0008,538949,180759,TQ389807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",77,42,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,9,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167127,E14000882,16614,1,0,2020-02-19,"East India",0.219262,E,E14,"Metropolitan Police","Thames Water",9F32G252+F8,68500
E14 2DN,Yes,51.508536,1E-06,538894,180741,TQ388807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",101,48,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,9,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167125,E14000882,15657,1,0,2020-02-19,"East India",0.164826,E,E14,"Metropolitan Police","Thames Water",9F32G252+C2,68500
E14 2DP,Yes,51.508684,-0.00237,538729,180753,TQ387807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2002-06-01,,"Tower Hamlets, unparished area","",77,14,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167124,E14000882,15657,1,0,2020-02-19,"East India",9.48713E-05,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+F3,68500
E14 2DQ,Yes,51.509222,0.000334,538915,180818,TQ389808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2002-12-01,,"Tower Hamlets, unparished area","",106,48,"Greater London","Tower Hamlets","Tower Hamlets 028G","Urban major conurbation",London,8,2,E01032778,,E02000891,"Tower Hamlets 028",E43000220,E00167126,E14000882,16614,1,0,2020-02-19,"East India",0.196354,E,E14,"Metropolitan Police","Thames Water",9F32G252+M4,68500
E14 2DR,Yes,51.50831,-0.002055,538752,180712,TQ387807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2002-08-01,,"Tower Hamlets, unparished area","",59,33,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,7,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.0469342,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+85,68500
E14 2DS,Yes,51.50913,-5.9E-05,538888,180807,TQ388808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2003-05-01,,"Tower Hamlets, unparished area","",96,35,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167123,E14000882,15657,1,0,2020-02-19,"East India",0.167359,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+MX,68500
E14 2DT,Yes,51.509101,-0.000464,538860,180803,TQ388808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2003-06-01,,"Tower Hamlets, unparished area","",77,33,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167123,E14000882,15657,1,0,2020-02-19,"East India",0.139748,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+JR,68500
E14 2DU,Yes,51.509054,-0.000884,538831,180797,TQ388807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2003-08-01,,"Tower Hamlets, unparished area","",174,48,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167123,E14000882,15657,1,0,2020-02-19,"East India",0.110712,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+JJ,68500
E14 2DW,Yes,51.508396,-0.000769,538841,180724,TQ388807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-06-01,,"Tower Hamlets, unparished area","",72,44,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167125,E14000882,15657,1,0,2020-02-19,"East India",0.115281,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+9M,68500
E14 2DY,Yes,51.507922,-0.001971,538759,180669,TQ387806,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2015-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,6,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167146,E14000882,24799,1,0,2020-02-19,"East India",0.0890644,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+56,68500
E14 2EA,Yes,51.509153,-0.001903,538760,180806,TQ387808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2006-07-01,,"Tower Hamlets, unparished area","",123,63,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,9,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167124,E14000882,15657,1,0,2020-02-19,"East India",0.0613234,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+M6,68500
E14 2EB,Yes,51.509153,-0.001903,538760,180806,TQ387808,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2006-10-01,,"Tower Hamlets, unparished area","",108,60,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,9,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167124,E14000882,15657,1,0,2020-02-19,"East India",0.0613234,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+M6,68500
E14 2ED,Yes,51.509011,-0.001968,538756,180790,TQ387807,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2006-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,8,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167124,E14000882,15657,1,0,2020-02-19,"East India",0.045766,E,E14,"Metropolitan Police","Thames Water",9C3XGX5X+J6,68500
